,official_name,level,speakers,country,official,regional,minority,national,widely_spoken,country_count,max_urbanization,max_internet_use
346,Bidjara,Severely Endangered,20,Australia,0,0,0,0,0,1,86.617,97.1
347,Bierebo,Threatened,1000,Vanuatu,0,0,0,0,0,1,25.976,45.7
348,Bieria,Severely Endangered,25,Vanuatu,0,0,0,0,0,1,25.976,45.7
350,Biga,Threatened,300,Indonesia,0,0,0,0,0,1,58.572,69.2
351,Bigambal,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
352,Bikya,Critically Endangered,1,Cameroon,0,0,0,0,0,1,59.315,41.9
353,Bilen,Vulnerable,90000,Eritrea,0,0,0,0,0,1,43.267,20.0
354,Bilinarra,Critically Endangered,1,Australia,0,0,0,0,0,1,86.617,97.1
355,Biliru,Severely Endangered,50,Vanuatu,0,0,0,0,0,1,25.976,45.7
356,Bilua,Threatened,8740,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
357,Bima,At risk,500000,Indonesia,0,0,0,0,0,1,58.572,69.2
358,Bimin,Vulnerable,2000,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
359,Bina,Threatened,7000,Nigeria,0,0,0,0,0,1,54.283,39.2
360,Binbinka,Critically Endangered,2,Australia,0,0,0,0,0,1,86.617,97.1
361,Bininj Gun-wok,Threatened,1600,Australia,0,0,0,0,0,1,86.617,97.1
363,Biritai,Endangered,250,Indonesia,0,0,0,0,0,1,58.572,69.2
365,Biseni,Threatened,4800,Nigeria,0,0,0,0,0,1,54.283,39.2
366,Bishuo,Critically Endangered,1,Cameroon,0,0,0,0,0,1,59.315,41.9
367,Bisis,Endangered,395,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
368,Bisorio,Endangered,200,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
369,Bisu,Threatened,2740,China;Myanmar;Thailand;Lao PDR,0,0,0,0,0,4,64.57,89.5
370,Bit,Severely Endangered,1000,China;Lao PDR,0,0,0,0,0,2,64.57,77.5
371,Biwat,Threatened,1642,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
372,Blablanga,Threatened,2000,Solomon Islands,0,0,0,0,0,1,26.037,42.5
373,Blagar,Threatened,10000,Indonesia,0,0,0,0,0,1,58.572,69.2
374,Bo,Severely Endangered,76,Papua New Guinea,5,1,1,3,0,1,13.723,24.1
375,"Boano (Maluku, Indonesia)",Threatened,3240,Indonesia,0,0,0,0,0,1,58.572,69.2
376,"Boano (Sulawesi, Indonesia)",Threatened,2350,Indonesia,0,0,0,0,0,1,58.572,69.2
377,Bobongko,Threatened,1500,Indonesia,0,0,0,0,0,1,58.572,69.2
380,Bogaya,Endangered,300,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
381,Boguru,Endangered,500,"South Sudan;Congo, Dem. Rep.",0,0,0,0,0,2,47.444,30.5
382,Bohtan Neo-Aramaic,Severely Endangered,500,Russian Federation;Georgia,0,0,0,0,0,2,75.331,92.2
383,Boiken,Vulnerable,35204,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
384,Bokar,Threatened,3500,India;China,0,0,0,0,0,2,64.57,77.5
385,Bola,Vulnerable,13700,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
386,Bolivian Quechua,At risk,2300000,Argentina;Bolivia,0,0,0,0,0,2,92.463,89.2
387,Boloki,Threatened,4200,"Congo, Dem. Rep.",0,0,0,0,0,1,47.444,30.5
388,Bolondo,Threatened,3000,"Congo, Dem. Rep.",0,0,0,0,0,1,47.444,30.5
389,Bolyu,Severely Endangered,500,China,0,0,0,0,0,1,64.57,77.5
390,Bom,Critically Endangered,3,Sierra Leone,0,0,0,0,0,1,44.3,20.6
391,Bomboli,Threatened,2500,"Congo, Dem. Rep.",0,0,0,0,0,1,47.444,30.5
392,Bon Gula,Threatened,1500,Chad,0,0,0,0,0,1,24.366,13.2
393,Bondei,Vulnerable,80000,Tanzania,0,0,0,0,0,1,37.409,29.1
394,Bondu So,Vulnerable,24700,Mali,0,0,0,0,0,1,46.189,35.1
395,Bonerif,Critically Endangered,4,Indonesia,0,0,0,0,0,1,58.572,69.2
396,Bonggo,Severely Endangered,432,Indonesia,0,0,0,0,0,1,58.572,69.2
399,Bonkiman,Endangered,180,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
401,Boor,Severely Endangered,100,Chad,0,0,0,0,0,1,24.366,13.2
402,Bora,Severely Endangered,3000,Brazil;Peru;Colombia,0,0,0,0,0,3,87.788,84.2
403,Borei,Threatened,1202,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
406,Boselewa,Endangered,250,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
407,Bosmun,Endangered,1768,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
408,Bote-Majhi,Vulnerable,24664,Nepal,0,0,0,0,0,1,21.903,55.8
409,Botlikh,Threatened,8000,Russian Federation,0,0,0,0,0,1,75.331,92.2
410,Boto,Endangered,500,Nigeria,0,0,0,0,0,1,54.283,39.2
411,Botovro,Endangered,430,Vanuatu,0,0,0,0,0,1,25.976,45.7
412,Bragat,Endangered,355,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
413,Breri,Endangered,720,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
414,Breton,At risk,206000,France,0,0,1,0,0,1,81.777,86.8
415,Bribri,Threatened,7475,Costa Rica;Panama,0,0,0,0,0,2,82.622,85.4
416,Bribri Sign Language,Endangered,400,Costa Rica,0,0,0,0,0,1,82.622,85.4
417,Brokkat,Endangered,300,Bhutan,0,0,0,0,0,1,44.35,88.4
418,Brokpake,Threatened,5000,Bhutan,0,0,0,0,0,1,44.35,88.4
420,Brunca Sign Language,Endangered,808,Costa Rica,0,0,0,0,0,1,82.622,85.4
421,Bu,Threatened,6000,Nigeria,2,2,3,2,2,1,54.283,39.2
422,Bubia,Severely Endangered,600,Cameroon,0,0,0,0,0,1,59.315,41.9
423,Budibud,Endangered,120,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
424,Budong-Budong,Severely Endangered,50,Indonesia,0,0,0,0,0,1,58.572,69.2
425,Buduma,Vulnerable,54800,Nigeria;Cameroon;Chad,0,0,0,0,0,3,59.315,41.9
426,Bugan,Vulnerable,2700,China,0,0,0,0,0,1,64.57,77.5
427,Bugawac,Threatened,9690,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
429,Bukhori,At risk,110000,Israel;Uzbekistan,0,0,0,0,0,2,92.854,89.0
430,Bukiyip,Endangered,12000,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
431,Bulgebi,Severely Endangered,50,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
432,Bulu,Endangered,910,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
433,Bumang,Threatened,200,China,0,0,0,0,0,1,64.57,77.5
434,Bumbita,Endangered,2353,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
435,Bun,Endangered,194,Papua New Guinea,0,0,0,2,0,1,13.723,24.1
436,Buna,Threatened,1259,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
437,Bunak,Vulnerable,100000,Indonesia;Timor-Leste,0,0,0,0,0,2,58.572,69.2
438,Bung,Extinct,0,Cameroon,0,0,0,0,0,1,59.315,41.9
439,Bungain,Threatened,2451,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
440,Bunoge,Threatened,1000,Mali,0,0,0,0,0,1,46.189,35.1
441,Bura,Endangered,300,Vanuatu,0,0,0,0,0,1,25.976,45.7
442,Burarra,Endangered,600,Australia,0,0,0,0,0,1,86.617,97.1
443,Burate,Endangered,100,Indonesia,0,0,0,0,0,1,58.572,69.2
444,Bure,Critically Endangered,10,Nigeria,0,0,0,0,0,1,54.283,39.2
445,Burgenland Croatian,Threatened,28000,Austria,0,1,0,0,0,1,59.53,95.3
446,Burji,Vulnerable,46100,Kenya;Ethiopia,0,0,0,0,0,2,29.52,35.0
447,Burmbar,Endangered,900,Vanuatu,0,0,0,0,0,1,25.976,45.7
448,Burmeso,Endangered,250,Indonesia,0,0,0,0,0,1,58.572,69.2
449,Burui,Endangered,150,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
450,Burumakok,Severely Endangered,40,Indonesia,0,0,0,0,0,1,58.572,69.2
451,Burunge,Endangered,3,Tanzania,0,0,0,0,0,1,37.409,29.1
452,Burushaski,Threatened,100300,Pakistan;India,0,0,0,0,0,2,38.04,27.4
453,Busa,Endangered,240,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
454,Buso,Severely Endangered,50,Chad,0,0,0,0,0,1,24.366,13.2
455,Busoa,Endangered,900,Indonesia,0,0,0,0,0,1,58.572,69.2
457,Busuu,Critically Endangered,8,Cameroon,0,0,0,0,0,1,59.315,41.9
458,Butmas-Tur,Endangered,520,Vanuatu,0,0,0,0,0,1,25.976,45.7
459,Buu (Cameroon),Endangered,200,Cameroon,0,0,0,0,0,1,59.315,41.9
460,Buu (Nigeria),Severely Endangered,600,Nigeria,0,0,0,0,0,1,54.283,39.2
461,Buyuan Jinuo,Endangered,1000,China,0,0,0,0,0,1,64.57,77.5
463,Bwisi,Threatened,4250,Gabon;Congo,0,0,0,0,0,2,91.029,71.9
464,Byangsi,Threatened,1500,India;Nepal,0,0,0,0,0,2,36.364,55.8
467,Cabécar,Threatened,8441,Costa Rica,0,0,0,0,0,1,82.622,85.4
468,Caddo,Critically Endangered,25,United States,0,0,0,0,0,1,83.298,93.1
469,Cahuarano,Extinct,0,Peru,0,0,0,0,0,1,78.922,79.5
470,Cajamarca Quechua,Threatened,30000,Peru,0,0,0,0,0,1,78.922,79.5
471,Cajun French,Endangered,136701,United States,0,0,0,0,0,1,83.298,93.1
472,Camarines Norte Agta,Vulnerable,4000,Philippines,0,0,0,0,0,1,48.287,83.8
473,Cambodian Sign Language,Endangered,1500,Cambodia,0,0,0,0,0,1,25.57,60.7
474,Camling,Vulnerable,30000,Nepal,0,0,0,0,0,1,21.903,55.8
475,Campidanese Sardinian,Vulnerable,500000,Italy,0,0,0,0,0,1,71.973,87.0
476,Camsá,Threatened,4773,Colombia,0,0,0,0,0,1,82.354,77.3
477,Canela,Threatened,2502,Brazil,0,0,0,0,0,1,87.788,84.2
478,Canichana,Extinct,0,Bolivia,1,0,0,0,0,1,71.186,70.2
480,Cara,Threatened,3000,Nigeria,0,0,0,0,0,1,54.283,39.2
481,Carapana,Endangered,527,Brazil;Colombia,0,0,0,0,0,2,87.788,84.2
482,Carijona,Critically Endangered,10,Colombia,0,0,0,0,0,1,82.354,77.3
484,Carpathian Romani,At risk,472470,Turkey;Germany;Russian Federation;Ukraine;Bulgaria;Romania;Lithuania;France;Italy;Greece;Macedonia;United Kingdom;Poland;Czech Republic;Netherlands;Switzerland;Finland;Austria;Croatia;Latvia;Slovakia;Hungary;Albania;Belarus;Bosnia and Herzegovina;Slovenia;Serbia;Montenegro,0,0,0,0,0,28,93.179,97.3
485,Cashinahua,Threatened,5253,Brazil;Peru,0,0,0,0,0,2,87.788,84.2
486,Casiguran Dumagat Agta,Threatened,600,Philippines,0,0,0,0,0,1,48.287,83.8
487,Catalan Sign Language,Vulnerable,18000,Spain,0,0,0,0,0,1,81.552,95.4
488,Catamarca and La Rioja Quechua,Extinct,0,Argentina,0,0,0,0,0,1,92.463,89.2
489,Cavineña,Endangered,1200,Bolivia,0,0,0,0,0,1,71.186,70.2
490,Cayuga,Severely Endangered,100,United States;Canada,0,0,0,0,0,2,83.298,94.0
491,Cayuvava,Extinct,0,Bolivia,0,0,0,0,0,1,71.186,70.2
492,Central Alaskan Yup'ik,Threatened,10400,United States,0,0,0,0,0,1,83.298,93.1
493,Central Baja Mixtec,Vulnerable,24130,Mexico,0,0,0,0,0,1,81.582,81.2
494,Central Cagayan Agta,Endangered,780,Philippines,0,0,0,0,0,1,48.287,83.8
495,Central Chinantec,Vulnerable,34852,Mexico,0,0,0,0,0,1,81.582,81.2
496,Central Lalo,Vulnerable,300000,China,0,0,0,0,0,1,64.57,77.5
497,Central Mnong,Vulnerable,52500,Viet Nam;Cambodia,0,0,0,0,0,2,39.48,78.1
499,Central Pomo,Extinct,0,United States,0,0,0,0,0,1,83.298,93.1
500,Central Selkup,Critically Endangered,2,Russian Federation,0,0,0,0,0,1,75.331,92.2
501,Central Siberian Yupik,Threatened,1300,Russian Federation;United States,0,0,0,0,0,2,83.298,93.1
502,Central Tagbanwa,Endangered,3,Philippines,0,0,0,0,0,1,48.287,83.8
503,Ch'orti',Threatened,9105,Honduras;Guatemala,0,0,0,0,0,2,60.212,58.3
504,Cha'palaa,Threatened,9393,Ecuador,0,0,0,0,0,1,64.792,72.7
505,Chaari,Endangered,500,Nigeria,0,0,0,0,0,1,54.283,39.2
506,Chachapoyas Quechua,Threatened,7000,Peru,0,0,0,0,0,1,78.922,79.5
507,Chácobo,Vulnerable,1000,Bolivia,0,0,0,0,0,1,71.186,70.2
508,Chakali,Threatened,5000,Ghana,0,0,0,0,0,1,59.238,69.9
509,Chala,Threatened,3000,Ghana,0,0,0,0,0,1,59.238,69.9
510,Chalikha,Threatened,1000,Bhutan,0,0,0,0,0,1,44.35,88.4
511,Chamacoco,Threatened,1300,Brazil;Paraguay,0,0,0,0,0,2,87.788,84.2
512,Chamalal,Threatened,9000,Russian Federation,0,0,0,0,0,1,75.331,92.2
514,Chambri,Threatened,1050,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
516,Changriwa,Endangered,498,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
517,Chantyal,Threatened,2000,Nepal,0,0,0,0,0,1,21.903,55.8
518,Chatong,Endangered,580,Viet Nam,0,0,0,0,0,1,39.48,78.1
519,Chaudangsi,Endangered,3500,India;Nepal,0,0,0,0,0,2,36.364,55.8
521,Chenapian,Endangered,180,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
522,Chenoua,Vulnerable,76300,Algeria,0,0,0,0,0,1,75.268,76.9
523,Chepang,Vulnerable,25097,Nepal,0,0,0,0,0,1,21.903,55.8
524,Chepya,Threatened,2000,Lao PDR,0,0,0,0,0,1,38.247,63.6
525,Chesu,Endangered,3300,China,0,0,0,0,0,1,64.57,77.5
526,Chewong,Severely Endangered,400,Malaysia,0,0,0,0,0,1,78.716,97.7
527,Cheyenne,Endangered,2100,United States,0,0,0,0,0,1,83.298,93.1
528,Chhintange,Threatened,3500,Nepal,0,0,0,0,0,1,21.903,55.8
529,Chhulung,Endangered,1314,Nepal,0,0,0,0,0,1,21.903,55.8
530,Chiapanec,Extinct,0,Mexico,0,0,0,0,0,1,81.582,81.2
531,Chichimeca-Jonaz,Threatened,1582,Mexico,0,0,0,0,0,1,81.582,81.2
532,Chickasaw,Endangered,50,United States,0,0,0,0,0,1,83.298,93.1
533,Chilean Sign Language,Vulnerable,21000,Chile,0,0,0,0,0,1,88.012,94.5
534,Chilisso,Threatened,3000,Pakistan,0,0,0,0,0,1,38.04,27.4
536,Chini,Severely Endangered,75,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
537,Chinook Wawa,Critically Endangered,1,United States;Canada,0,0,0,0,0,2,83.298,94.0
538,Chipaya,Threatened,1625,Bolivia,1,0,0,0,0,1,71.186,70.2
539,Chiquian-Bolognesi and Cajatambo Quechua,Vulnerable,245800,Peru,0,0,0,0,0,1,78.922,79.5
540,Chiquihuitlán Mazatec,Threatened,1502,Mexico,0,0,0,0,0,1,81.582,81.2
541,Chiquitano,Threatened,4665,Brazil;Bolivia,0,0,0,0,0,2,87.788,84.2
543,Chocangacakha,Vulnerable,20000,Bhutan,0,0,0,0,0,1,44.35,88.4
544,Choctaw,Vulnerable,11000,United States,0,0,0,0,0,1,83.298,93.1
546,Chol,At risk,128240,Mexico,0,0,0,0,0,1,81.582,81.2
547,Chong,Severely Endangered,500,Thailand;Cambodia,0,0,0,0,0,2,53.608,89.5
548,Choni,At risk,154000,China,0,0,0,0,0,1,64.57,77.5
549,Chorote,Threatened,2057,Argentina;Paraguay,0,0,0,0,0,2,92.463,89.2
550,Chrau,Vulnerable,15000,Viet Nam,0,0,0,0,0,1,39.48,78.1
551,Chru,Threatened,11000,Viet Nam,0,0,0,0,0,1,39.48,78.1
552,Chu-ng,Threatened,17,Thailand;Cambodia,0,0,0,0,0,2,53.608,89.5
553,Chuj,Vulnerable,38253,Guatemala;Mexico,0,0,0,0,0,2,81.582,81.2
554,Chukchi,Threatened,11000,Russian Federation,0,0,0,0,0,1,75.331,92.2
555,Chukwa,Critically Endangered,5,Nepal,0,0,0,0,0,1,21.903,55.8
556,Chulym,Severely Endangered,35,Russian Federation,0,0,0,0,0,1,75.331,92.2
559,Cicipu,Vulnerable,20000,Nigeria,0,0,0,0,0,1,54.283,39.2
560,Cimbrian,Threatened,2000,Italy,0,0,0,0,0,1,71.973,87.0
561,Cinta Larga,Endangered,645,Brazil,0,0,0,0,0,1,87.788,84.2
562,Coast Miwok,Extinct,0,United States,0,0,0,0,0,1,83.298,93.1
563,Coast Mixtec,Vulnerable,63180,Mexico,0,0,0,0,0,1,81.582,81.2
564,Cocama-Cocamilla,Critically Endangered,1000,Brazil;Peru;Colombia,0,0,0,0,0,3,87.788,84.2
565,Cocopah,Endangered,600,United States;Mexico,0,0,0,0,0,2,83.298,93.1
566,Cocos Islands Malay,Vulnerable,700,Australia;Malaysia;Singapore,0,0,0,0,0,3,100.0,97.7
567,Coeur d'Alene,Critically Endangered,2,United States,0,0,0,0,0,1,83.298,93.1
568,Columbian,Critically Endangered,25,United States,0,0,0,0,0,1,83.298,93.1
569,Comanche,Severely Endangered,100,United States,0,0,0,0,0,1,83.298,93.1
570,Conchucos Quechua,Vulnerable,510500,Peru,0,0,0,0,0,1,78.922,79.5
571,Côông,Severely Endangered,450,Viet Nam,0,0,0,0,0,1,39.48,78.1
572,Cora,Endangered,20078,Mexico,0,0,0,0,0,1,81.582,81.2
573,Corsican,At risk,160000,France;Italy,0,1,1,0,0,2,81.777,87.0
574,Crimean Tatar,Vulnerable,100000,Turkey;Russian Federation;Uzbekistan;Kyrgyzstan;Ukraine;Bulgaria;Romania;Lithuania,0,1,0,0,0,8,76.701,92.2
575,Crow,Threatened,4000,United States,0,0,0,0,0,1,83.298,93.1
576,Cuicatec,Threatened,1641,Mexico,0,0,0,0,0,1,81.582,81.2
577,Culina,Threatened,2854,Brazil;Peru,0,0,0,0,0,2,87.788,84.2
578,Curripaco,Vulnerable,12075,"Brazil;Colombia;Venezuela, RB",0,0,0,0,0,3,88.438,84.2
579,Cuzco Quechua,Vulnerable,1500000,Peru,0,0,0,0,0,1,78.922,79.5
580,Cypriot Spoken Arabic,Endangered,2000,Cyprus,0,0,0,0,0,1,66.987,91.2
582,Daasanach,Vulnerable,32064,Kenya;Ethiopia,0,0,0,0,0,2,29.52,35.0
583,Daba,Vulnerable,25000,Nigeria;Cameroon,0,0,0,0,0,2,59.315,41.9
584,Dabe,Endangered,440,Indonesia,0,0,0,0,0,1,58.572,69.2
585,Dadi Dadi,Severely Endangered,10,Australia,0,0,0,0,0,1,86.617,97.1
586,Dagur,Endangered,50000,China;Mongolia,0,0,0,0,0,2,69.089,83.0
587,Dahālík,Threatened,2500,Eritrea,0,0,0,0,0,1,43.267,20.0
588,Dahalo,Endangered,400,Kenya,0,0,0,0,0,1,29.52,35.0
589,Daho-Doo,Threatened,4000,Côte d'Ivoire,0,0,0,0,0,1,53.149,40.7
591,Dakelh (Carrier),Severely Endangered,310,Canada,0,0,0,0,0,1,81.862,94.0
592,Dakka,Threatened,1500,Indonesia,0,0,0,0,0,1,58.572,69.2
593,Dakkang,Threatened,1198,Lao PDR,0,0,0,0,0,1,38.247,63.6
594,Dakpa,Vulnerable,31000,India;Bhutan,0,0,0,0,0,2,44.35,88.4
595,Dalabon,Critically Endangered,5,Australia,0,0,0,0,0,1,86.617,97.1
596,Dalecarlian,Threatened,13000,Sweden,0,0,0,0,0,1,88.738,95.7
597,Dama,Critically Endangered,50,Cameroon,0,0,0,0,0,1,59.315,41.9
598,Damal,Threatened,5000,Indonesia,0,0,0,0,0,1,58.572,69.2
599,Dameli,Vulnerable,5000,Pakistan,0,0,0,0,0,1,38.04,27.4
600,Dampelas,Threatened,9500,Indonesia,0,0,0,0,0,1,58.572,69.2
601,Dane-Zaa (Beaver),Severely Endangered,201,Canada,0,0,0,0,0,1,81.862,94.0
602,Dangaleat,Vulnerable,45000,Chad,0,0,0,0,0,1,24.366,13.2
603,Danish Sign Language,Threatened,5000,Denmark,0,0,0,0,0,1,88.495,98.8
604,Dao,Endangered,250,Indonesia,0,0,0,0,0,1,58.572,69.2
605,Daonda,Endangered,135,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
606,Darai,Endangered,3060,Nepal,0,0,0,0,0,1,21.903,55.8
607,Darkhat,Vulnerable,20400,Mongolia,0,0,0,0,0,1,69.089,83.0
608,Darma,Threatened,2600,India;Nepal,0,0,0,0,0,2,36.364,55.8
609,Daruru,Severely Endangered,100,Vanuatu,0,0,0,0,0,1,25.976,45.7
610,Dass,Threatened,8830,Nigeria,0,0,0,0,0,1,54.283,39.2
611,Dâw,Vulnerable,142,Brazil,0,0,0,0,0,1,87.788,84.2
612,Dän kʼè (Southern Tutchone),Severely Endangered,200,Canada,0,0,0,0,0,1,81.862,94.0
613,Defaka,Severely Endangered,200,Nigeria,0,0,0,0,0,1,54.283,39.2
614,Deg,Vulnerable,27500,Ghana;Côte d'Ivoire,0,0,0,0,0,2,59.238,69.9
615,Deg Xinag,Severely Endangered,14,United States,0,0,0,0,0,1,83.298,93.1
616,Dela-Oenale,Vulnerable,7000,Indonesia,0,0,0,0,0,1,58.572,69.2
617,Dem,Threatened,1000,Indonesia,0,0,0,0,0,1,58.572,69.2
618,Demisa,Endangered,450,Indonesia,0,0,0,0,0,1,58.572,69.2
619,Demushbo,Extinct,0,Bolivia,0,0,0,0,0,1,71.186,70.2
620,Dena'ina,Critically Endangered,50,United States,0,0,0,0,0,1,83.298,93.1
621,Dene K'e (Slavey),Threatened,3260,Canada,0,0,0,0,0,1,81.862,94.0
622,Dënesųłiné,Threatened,2235,Canada,0,0,0,0,0,1,81.862,94.0
623,Dengalu,Endangered,140,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
624,Dení,Threatened,1200,Brazil,0,0,0,0,0,1,87.788,84.2
625,Denya,Vulnerable,11200,Cameroon,0,0,0,0,0,1,59.315,41.9
627,Dera,Threatened,1200,Indonesia;Papua New Guinea,0,0,2,0,0,2,58.572,69.2
628,Desano,Endangered,450,Brazil;Colombia,0,0,0,0,0,2,87.788,84.2
629,Dewoin,Threatened,8100,Liberia,0,0,0,0,0,1,53.567,23.5
630,Dhaiso,Threatened,5000,Tanzania,0,0,0,0,0,1,37.409,29.1
631,Dhangu-Djangu,Endangered,350,Australia,0,0,0,0,0,1,86.617,97.1
632,Dhanwar,Threatened,23721,Nepal,0,0,0,0,0,1,21.903,55.8
633,Dhao,Threatened,3000,Indonesia,0,0,0,0,0,1,58.572,69.2
634,Dharawal,Critically Endangered,4,Australia,0,0,0,0,0,1,86.617,97.1
635,Dhay'yi,Critically Endangered,3,Australia,0,0,0,0,0,1,86.617,97.1
636,Dhimal,Endangered,20000,India;Nepal,0,0,0,0,0,2,36.364,55.8
637,Dhungaloo,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
638,Dhuwal,Threatened,3044,Australia,0,0,0,0,0,1,86.617,97.1
639,Dhuwala,Endangered,321,Australia,0,0,0,0,0,1,86.617,97.1
640,Diahói,Critically Endangered,4,Brazil,0,0,0,0,0,1,87.788,84.2
641,Dibiyaso,Threatened,1950,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
643,Digaro-Mishmi,Threatened,6000,India;China,0,0,0,0,0,2,64.57,77.5
644,Diitiidʔaatx̣ (Nitinat),Critically Endangered,5,Canada,0,0,0,0,0,1,81.862,94.0
647,Dimbong,Threatened,150,Cameroon,0,0,0,0,0,1,59.315,41.9
650,Diné Bizaad (Navajo),At risk,120000,United States,0,0,0,0,0,1,83.298,93.1
651,Dir,Endangered,500,Nigeria,0,0,0,0,0,1,54.283,39.2
652,Diuwe,Endangered,100,Indonesia,0,0,0,0,0,1,58.572,69.2
653,Diyari,Severely Endangered,12,Australia,0,0,0,0,0,1,86.617,97.1
654,Djabugay,Critically Endangered,3,Australia,0,0,0,0,0,1,86.617,97.1
655,Djabwurrung,Critically Endangered,7,Australia,0,0,0,0,0,1,86.617,97.1
656,Djangun,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
657,Djinang,Endangered,200,Australia,0,0,0,0,0,1,86.617,97.1
658,Djinba,Severely Endangered,90,Australia,0,0,0,0,0,1,86.617,97.1
659,Djuwarliny,Critically Endangered,3,Australia,0,0,0,0,0,1,86.617,97.1
660,Doe,Vulnerable,24000,Tanzania,0,0,0,0,0,1,37.409,29.1
661,Doga,Endangered,120,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
662,Dogrib,Endangered,2470,Canada,0,0,0,0,0,1,81.862,94.0
663,Dogul Dom,Vulnerable,15700,Mali,0,0,0,0,0,1,46.189,35.1
664,Doka,Vulnerable,11400,Nigeria,0,0,0,0,0,1,54.283,39.2
665,Doko-Uyanga,Endangered,200,Nigeria,0,0,0,0,0,1,54.283,39.2
666,Dolgan,Threatened,5500,Russian Federation,0,0,0,0,0,1,75.331,92.2
667,Dolpo,Threatened,5000,Nepal,0,0,0,0,0,1,21.903,55.8
668,Domaaki,Severely Endangered,350,Pakistan,0,0,0,0,0,1,38.04,27.4
669,Dombe,Threatened,5430,Zimbabwe,0,0,0,0,0,1,32.517,38.4
670,Dompo,Severely Endangered,70,Ghana,0,0,0,0,0,1,59.238,69.9
671,Dondo,Threatened,13000,Indonesia,0,0,0,0,0,1,58.572,69.2
672,Dong,Threatened,5000,Nigeria,0,0,0,0,0,1,54.283,39.2
673,Dongxiang,Vulnerable,200000,China,0,0,0,0,0,1,64.57,77.5
674,Dorig,Endangered,300,Vanuatu,0,0,0,0,0,1,25.976,45.7
675,Doutai,Severely Endangered,70,Indonesia,0,0,0,0,0,1,58.572,69.2
676,Drung,Vulnerable,7000,China,0,0,0,0,0,1,64.57,77.5
677,Dubu,Endangered,130,Indonesia,0,0,0,0,0,1,58.572,69.2
678,Dukha,Endangered,200,Mongolia,0,0,0,0,0,1,69.089,83.0
679,Dulbu,Severely Endangered,80,Nigeria,0,0,0,0,0,1,54.283,39.2
680,Dumi,Critically Endangered,8,Nepal,0,0,0,0,0,1,21.903,55.8
681,Dumpas,Endangered,1100,Malaysia,0,0,0,0,0,1,78.716,97.7
682,Dumun,Severely Endangered,40,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
683,Dunan (Yonaguni Ryukyuan),Severely Endangered,400,Japan,0,0,0,0,0,1,92.043,87.0
684,Dungan,Vulnerable,100000,Uzbekistan;Kyrgyzstan;Tajikistan;Turkmenistan;Kazakhstan,0,0,0,0,0,5,58.179,92.9
685,Dungmali,Threatened,4609,Nepal,0,0,0,0,0,1,21.903,55.8
686,Dungu,Threatened,1100,Nigeria,0,0,0,0,0,1,54.283,39.2
687,Duoxu,Critically Endangered,9,China,0,0,0,0,0,1,64.57,77.5
688,Dupaninan Agta,Threatened,1400,Philippines,0,0,0,0,0,1,48.287,83.8
689,Duriankere,Severely Endangered,30,Indonesia,0,0,0,0,0,1,58.572,69.2
691,Dusner,Critically Endangered,6,Indonesia,0,0,0,0,0,1,58.572,69.2
692,Dutch Sign Language,Vulnerable,20000,Netherlands,0,0,1,0,0,1,93.179,97.0
693,Duungidjawu,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
694,Duwet,Endangered,300,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
695,Dwang,Threatened,8200,Ghana,0,0,0,0,0,1,59.238,69.9
