,official_name,level,speakers,country,missing_speakers,official,regional,minority,national,widely_spoken,country_count,max_urbanization,max_internet_use,years_since_obs
2511,Somray,Critically Endangered,2,Cambodia,0,0,0,0,0,0,1,25.57,60.7,1.0
2512,Somyev,Severely Endangered,20,Nigeria;Cameroon,0,0,0,0,0,0,2,59.315,41.9,1.0
2513,Sonha,Endangered,579,Nepal,0,0,0,0,0,0,1,21.903,55.8,1.0
2514,Sonsorol,Endangered,600,Northern Mariana Islands;Palau,0,0,1,0,0,0,2,92.076,27.0,20.0
2515,Soo,Severely Endangered,100,Uganda,0,0,0,0,0,0,1,26.771,15.3,1.0
2516,Soqoṭri,Endangered,50000,Yemen;United Arab Emirates,0,0,0,0,0,0,2,87.779,100.0,1.0
2517,Sora,At risk,300000,India,0,0,0,0,0,0,1,36.364,55.9,2.0
2518,Sorkhei,Vulnerable,10000,"Iran, Islamic Rep.",0,0,0,0,0,0,1,77.257,79.6,1.0
2519,Sorsogon Ayta,Severely Endangered,18,Philippines,0,0,0,0,0,0,1,48.287,83.8,1.0
2520,Sörsörian,Critically Endangered,4,Vanuatu,0,0,0,0,0,0,1,25.976,45.7,1.0
2521,Sota Kanum,Severely Endangered,100,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
2522,South Marquesan,Threatened,2000,French Polynesia,0,0,0,0,0,0,1,62.288,72.7,7.0
2523,South Muyu,Threatened,4000,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
2524,Southeast Ijo,Vulnerable,71500,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
2525,Southeastern Kolami,Threatened,1500,India,0,0,0,0,0,0,1,36.364,55.9,2.0
2526,Southeastern Pomo,Awakening,5,United States,1,0,0,0,0,0,1,83.298,93.1,1.0
2527,Southern Altai,Threatened,20000,Russian Federation,0,0,0,0,0,0,1,75.331,92.2,1.0
2528,Southern Baja Mixtec,Vulnerable,47500,Mexico,0,0,0,0,0,0,1,81.582,81.2,1.0
2529,Southern Cook Islands Māori,Endangered,20200,Australia;French Polynesia;New Zealand;Cook Islands,0,0,0,0,0,0,4,86.985,97.1,1.0
2530,Southern Emberá,Vulnerable,88799,Colombia;Panama,0,0,0,0,0,0,2,82.354,78.0,1.0
2531,Southern Ghale,Vulnerable,1649,Nepal,0,0,0,0,0,0,1,21.903,55.8,1.0
2532,Southern Highland Mixe,Threatened,3617,Mexico,0,0,0,0,0,0,1,81.582,81.2,1.0
2533,Southern Khanty,Dormant,0,Russian Federation,0,0,0,0,0,0,1,75.331,92.2,1.0
2534,Southern Muji,Vulnerable,26000,China,0,0,0,0,0,0,1,64.57,77.5,1.0
2535,Southern Nicobarese,Threatened,7500,India,0,0,0,0,0,0,1,36.364,55.9,2.0
2536,Southern Pomo,Dormant,0,United States,0,0,0,0,0,0,1,83.298,93.1,1.0
2537,Southern Pumi,Vulnerable,60000,China,0,0,0,0,0,0,1,64.57,77.5,1.0
2538,Southern Rengma Naga,Threatened,65328,India,0,0,0,0,0,0,1,36.364,55.9,2.0
2539,Southern Roglai,Vulnerable,20000,Viet Nam,0,0,0,0,0,0,1,39.48,78.1,1.0
2540,Southern Selkup,Critically Endangered,1,Russian Federation,0,0,0,0,0,0,1,75.331,92.2,1.0
2541,Southern Tepehuán,Threatened,36543,Mexico,0,0,0,0,0,0,1,81.582,81.2,1.0
2542,Southern Tiwa,Endangered,1600,United States,0,0,0,0,0,0,1,83.298,93.1,1.0
2543,Southern Tujia,Severely Endangered,2000,China,0,0,0,0,0,0,1,64.57,77.5,1.0
2544,Southern Yamphu,Threatened,5000,Nepal,0,0,0,0,0,0,1,21.903,55.8,1.0
2545,Southern Yauyos Quechua,Critically Endangered,450,Peru,0,0,0,0,0,0,1,78.922,79.5,1.0
2546,Southwestern Ojibwa,Threatened,5000,United States,0,0,0,0,0,0,1,83.298,93.1,1.0
2547,Sowa,Dormant,0,Vanuatu,1,0,0,0,0,0,1,25.976,45.7,1.0
2548,Sowanda,Threatened,1100,Indonesia;Papua New Guinea,0,0,0,0,0,0,2,58.572,69.2,1.0
2549,Soyot,Awakening,5,Russian Federation,1,0,0,0,0,0,1,75.331,92.2,1.0
2550,Spiti Bhoti,Threatened,10000,Pakistan;India,0,0,0,0,0,0,2,38.04,55.9,2.0
2551,Sri Lankan Sign Language,Vulnerable,12800,Sri Lanka,0,0,0,0,0,0,1,19.211,51.2,1.0
2552,Stoney,Endangered,1500,Canada,0,0,0,0,0,0,1,81.862,94.0,1.0
2553,St̓át̓imcets (Lillooet),Critically Endangered,122,Canada,0,0,0,0,0,0,1,81.862,94.0,1.0
2554,Suabo,Critically Endangered,800,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
2555,Suba,At risk,174000,Kenya;Tanzania,0,0,0,0,0,0,2,37.409,35.0,1.0
2556,Subiya,Vulnerable,24500,Botswana;Namibia;Zambia,0,0,0,0,0,0,3,72.867,81.4,1.0
2557,Suena,Threatened,3000,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
2558,Suganga,Endangered,680,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
2559,Sukur,Vulnerable,15000,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
2560,Sulka,Threatened,2500,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
2561,Sumariup,Severely Endangered,80,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
2562,Sumi Naga,At risk,100000,India,0,0,0,0,0,0,1,36.364,55.9,2.0
2563,Sumo,Threatened,10000,Honduras;Nicaragua,0,0,1,0,0,0,2,60.212,58.3,1.0
2564,Sunwar,Threatened,26611,Nepal,0,0,0,0,0,0,1,21.903,55.8,1.0
2565,Suoy,Endangered,500,Cambodia,0,0,0,0,0,0,1,25.57,60.7,1.0
2566,Sur,Vulnerable,4000,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
2567,Surel,Endangered,3,Nepal,0,0,0,0,0,0,1,21.903,55.8,1.0
2568,Suri,Vulnerable,28000,Ethiopia;South Sudan,0,0,0,0,0,0,2,23.157,16.7,3.0
2569,Surubu,Threatened,7170,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
2570,Suruí do Pará,Endangered,264,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
2571,Susuami,Severely Endangered,10,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
2572,Suyá,Endangered,409,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
2573,Svan,Vulnerable,30000,Georgia,0,0,0,0,0,0,1,60.727,81.9,1.0
2574,Swiss-French Sign Language,Endangered,1700,Switzerland,0,0,0,0,0,0,1,74.202,97.3,1.0
2575,Swiss-German Sign Language,Endangered,5500,Switzerland;Liechtenstein,0,0,0,0,0,0,2,74.202,97.3,1.0
2576,Swiss-Italian Sign Language,Endangered,300,Switzerland,0,0,0,0,0,0,1,74.202,97.3,1.0
2577,Swoeng,Endangered,492,Lao PDR,0,0,0,0,0,0,1,38.247,63.6,1.0
2578,Syuba,Vulnerable,1500,Nepal,0,0,0,0,0,0,1,21.903,55.8,1.0
2579,T'en,Threatened,20000,China,0,0,0,0,0,0,1,64.57,77.5,1.0
2580,Taa,Threatened,2600,Botswana;Namibia,0,0,0,0,0,0,2,72.867,81.4,1.0
2581,Taba,Endangered,40000,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
2582,Tabasaran,Vulnerable,93630,Russian Federation;Azerbaijan,0,0,0,0,0,0,2,75.331,92.2,1.0
2583,Tabo,Threatened,3000,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
2584,Tacana,Threatened,1153,Bolivia,0,1,0,0,0,0,1,71.186,70.2,1.0
2585,Tagalaka,Critically Endangered,1,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
2586,Tagdal,Vulnerable,20000,Niger,0,0,0,0,0,0,1,17.054,23.2,1.0
2587,Tagin,Vulnerable,25000,India,0,0,0,0,0,0,1,36.364,55.9,2.0
2588,Tagish,Critically Endangered,1,Canada,0,0,0,0,0,0,1,81.862,94.0,1.0
2589,Tagoi,Vulnerable,13000,Sudan,0,0,0,0,0,0,1,36.342,26.4,4.0
2590,Tahaggart Tamahaq,Vulnerable,62000,Algeria;Niger;Libya,0,0,0,0,0,0,3,81.606,88.5,1.0
2591,Tahshanit,Threatened,6000,Algeria,0,0,0,0,0,0,1,75.268,76.9,1.0
2592,Tai Aiton,Threatened,1500,India,0,0,0,0,0,0,1,36.364,55.9,2.0
2593,Tai Daeng,Threatened,80000,Viet Nam;Lao PDR,0,0,0,0,0,0,2,39.48,78.1,1.0
2594,Tai Loi,Vulnerable,4460,Myanmar;Lao PDR,0,0,0,0,0,0,2,38.247,63.6,1.0
2595,Tai Neua,Threatened,70000,Lao PDR,0,0,0,0,0,0,1,38.247,63.6,1.0
2596,Taiap,Severely Endangered,75,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
2597,Taikat,Endangered,600,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
2598,Taiwano,Severely Endangered,22,Colombia,0,0,0,0,0,0,1,82.354,77.3,1.0
2599,Taje,Critically Endangered,10,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
2600,Tajiki Spoken Arabic,Threatened,6000,Uzbekistan;Tajikistan;Afghanistan,0,0,0,0,0,0,3,50.532,89.0,1.0
2601,Tajio,Threatened,12000,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
2602,Takestani,At risk,220000,"Iran, Islamic Rep.",0,0,0,0,0,0,1,77.257,79.6,1.0
2603,Takpa,Threatened,3,India;China;Bhutan,0,0,0,0,0,0,3,64.57,88.4,1.0
2604,Tala,Threatened,1000,Nigeria,0,1,1,2,0,0,1,54.283,39.2,1.0
2605,Talinga-Bwisi,Vulnerable,85000,"Congo, Dem. Rep.;Uganda",0,0,0,0,0,0,2,47.444,30.5,1.0
2606,Talodi,Threatened,1500,Sudan,0,0,0,0,0,0,1,36.342,26.4,4.0
2607,Taloki,Endangered,500,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
2608,Talondo',Endangered,400,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
2609,Talu,Vulnerable,10138,China,0,0,0,0,0,0,1,64.57,77.5,1.0
2610,Talysh,At risk,912000,"Azerbaijan;Iran, Islamic Rep.",0,0,0,0,0,0,2,77.257,89.0,1.0
2611,Tamambo,Vulnerable,4000,Vanuatu,0,0,0,0,0,0,1,25.976,45.7,1.0
2612,Tamki,Endangered,500,Chad,0,0,0,0,0,0,1,24.366,13.2,1.0
2613,Tanacross,Critically Endangered,50,United States,0,0,0,0,0,0,1,83.298,93.1,1.0
2614,Tanahmerah,Endangered,500,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
2615,Tanapag,Threatened,4400,Northern Mariana Islands,0,0,0,0,0,0,1,92.076,0.0,34.0
2616,Tandia,Critically Endangered,2,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
2617,Tanema,Critically Endangered,4,Solomon Islands,0,0,0,0,0,0,1,26.037,42.5,1.0
2618,Tangam,Severely Endangered,200,India,0,0,0,0,0,0,1,36.364,55.9,2.0
2619,Tangkhul Naga,Endangered,58167,India,0,0,0,0,0,0,1,36.364,55.9,2.0
2620,Tanglang,Threatened,947,China,0,0,0,0,0,0,1,64.57,77.5,1.0
2621,Tangoa,Endangered,370,Vanuatu,0,0,0,0,0,0,1,25.976,45.7,1.0
2622,Tangu,Threatened,2330,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
2623,Tanguat,Endangered,510,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
2624,Tanimbili,Severely Endangered,50,Solomon Islands,0,0,0,0,0,0,1,26.037,42.5,1.0
2625,Tanimuca-Retuarã,Threatened,1952,Colombia,0,0,0,0,0,0,1,82.354,77.3,1.0
2627,Taos,Endangered,800,United States,0,0,0,0,0,0,1,83.298,93.1,1.0
2628,Tape,Critically Endangered,15,Vanuatu,0,0,0,0,0,0,1,25.976,45.7,1.0
2629,Tapiete,Endangered,207,Argentina;Bolivia;Paraguay,0,0,0,0,0,0,3,92.463,89.2,1.0
2630,Tapirapé,Endangered,564,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
2631,Tarahumara,Vulnerable,85018,Mexico,0,0,0,0,0,0,1,81.582,81.2,1.0
2632,Tarao Naga,Endangered,870,India,0,0,0,0,0,0,1,36.364,55.9,2.0
2633,Tariana,Critically Endangered,90,Brazil;Colombia,0,0,0,0,0,0,2,87.788,84.2,1.0
2634,Tarpia,Endangered,564,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
2635,Taruma,Critically Endangered,3,Brazil;Guyana,0,0,0,0,0,0,2,87.788,84.2,1.0
2636,Tasawaq,Threatened,10000,Niger,0,0,0,0,0,0,1,17.054,23.2,1.0
2637,Tasmate,Endangered,300,Vanuatu,0,0,0,0,0,0,1,25.976,45.7,1.0
2638,Tatuyo,Endangered,331,Colombia,0,0,0,0,0,0,1,82.354,77.3,1.0
2639,Taulil,Endangered,800,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
2640,Taungurung ,Awakening,5,Australia,1,0,0,0,0,0,1,86.617,97.1,1.0
2641,Tause,Endangered,300,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
2642,Taushiro,Critically Endangered,1,Peru,0,0,0,0,0,0,1,78.922,79.5,1.0
2643,Taworta,Endangered,140,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
2644,Tay Khang,Endangered,200,Lao PDR,0,0,0,0,0,0,1,38.247,63.6,1.0
2645,Taznatit,Vulnerable,40000,Algeria,0,0,0,0,0,0,1,75.268,76.9,1.0
2646,Tāłtān (Tahltan),Critically Endangered,37,Canada,0,0,0,0,0,0,1,81.862,94.0,1.0
2647,Tchitchege,Threatened,2000,Gabon,0,0,0,0,0,0,1,91.029,71.9,1.0
2648,Tchumbuli,Severely Endangered,1838,Benin,0,0,0,0,0,0,1,50.1,32.2,1.0
2649,Te'un,Threatened,1200,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
2650,Tebul Sign Language,Endangered,500,Mali,0,0,0,0,0,0,1,46.189,35.1,1.0
2651,Tebul Ure,Vulnerable,4000,Mali,0,0,0,0,0,0,1,46.189,35.1,1.0
2652,Teco,Threatened,5900,Guatemala;Mexico,0,0,0,0,0,0,2,81.582,81.2,1.0
2653,Tedaga,Vulnerable,42500,Nigeria;Niger;Chad;Libya,0,0,0,0,0,0,4,81.606,88.5,1.0
2654,Tefaro,Endangered,100,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
2655,Tegali,Vulnerable,35700,Sudan,0,0,0,0,0,0,1,36.342,26.4,4.0
2656,Tehuelche,Critically Endangered,2,Argentina,0,0,0,0,0,0,1,92.463,89.2,1.0
2657,Teiwa,Endangered,4000,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
2658,Tejalapan Zapotec,Endangered,120,Mexico,0,0,0,0,0,0,1,81.582,81.2,1.0
2659,Telefol,Threatened,4500,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
2660,Tembé,Severely Endangered,60,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
2661,Temein,Vulnerable,13000,Sudan,0,0,0,0,0,0,1,36.342,26.4,4.0
2662,Temoq,Endangered,300,Malaysia,0,0,0,0,0,0,1,78.716,97.7,1.0
2663,Temuan,Threatened,8000,Malaysia,0,0,0,0,0,0,1,78.716,97.7,1.0
2664,Tenharín,Endangered,350,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
2665,Tenis,Severely Endangered,30,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
2666,Tennet,Threatened,10000,South Sudan,0,0,0,0,0,0,1,21.195,9.27,4.0
2667,Teop,Threatened,5000,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
2668,Tequiraca,Dormant,0,Peru,0,0,0,0,0,0,1,78.922,79.5,1.0
2669,Ter Saami,Severely Endangered,30,Russian Federation,0,0,0,0,0,0,1,75.331,92.2,1.0
2670,Terebu,Endangered,130,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
2671,Terena,Vulnerable,8439,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
2672,Teressa,Threatened,2080,India,0,0,0,0,0,0,1,36.364,55.9,2.0
2673,Ternate,Threatened,42000,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
2674,Tese,Threatened,1400,Sudan,0,2,0,0,1,0,1,36.342,26.4,4.0
2675,Tetserret,Severely Endangered,2000,Niger,0,0,0,0,0,0,1,17.054,23.2,1.0
2676,Teushen,Dormant,0,Argentina,0,0,0,0,0,0,1,92.463,89.2,1.0
2677,Tewa,Endangered,1500,United States,0,0,0,0,0,0,1,83.298,93.1,1.0
2678,Texistepec,Critically Endangered,1,Mexico,0,0,0,0,0,0,1,81.582,81.2,1.0
2679,Tezoatlan Mixtec,Threatened,5540,Mexico,0,0,0,0,0,0,1,81.582,81.2,1.0
2680,Tha,Threatened,1000,Nigeria,0,1,3,1,0,0,1,54.283,39.2,1.0
2681,Thakali,Threatened,7113,Nepal,0,0,0,0,0,0,1,21.903,55.8,1.0
2682,Thalanyji,Critically Endangered,3,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
2683,Thangal Naga,Vulnerable,23600,India,0,0,0,0,0,0,1,36.364,55.9,2.0
2684,Thangmi,Threatened,18991,India;Nepal,0,0,0,0,0,0,2,36.364,55.9,2.0
2686,Tharrkari,Critically Endangered,2,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
2687,Thavung,Severely Endangered,450,Thailand;Lao PDR,0,0,0,0,0,0,2,53.608,89.5,1.0
2688,Thiinma,Critically Endangered,1,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
2689,Tholp,Dormant,0,Vanuatu,0,0,0,0,0,0,1,25.976,45.7,1.0
2690,Thu Lao,Endangered,200,Viet Nam,0,0,0,0,0,0,1,39.48,78.1,1.0
2691,Thulung,Severely Endangered,1000,India;Nepal,0,0,0,0,0,0,2,36.364,55.9,2.0
2692,Tiddim Chin,At risk,100000,India;Myanmar,0,0,0,0,0,0,2,36.364,58.5,1.0
2693,Tidikelt Tamazight,Threatened,9000,Algeria,0,0,0,0,0,0,1,75.268,76.9,1.0
2694,Tidore,Threatened,44000,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
2695,Tiéfo,Endangered,1000,Burkina Faso,0,0,0,0,0,0,1,32.52,17.0,1.0
2696,Tifal,Threatened,2800,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
2697,Tii,Vulnerable,20000,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
2698,Tikuna,Vulnerable,50102,Brazil;Peru;Colombia,0,0,0,0,0,0,3,87.788,84.2,1.0
2699,Tilapa Otomí,Endangered,400,Mexico,0,0,0,0,0,0,1,81.582,81.2,1.0
2700,Tilung,Critically Endangered,7,Nepal,0,0,0,0,0,0,1,21.903,55.8,1.0
2701,Tima,Threatened,5000,Sudan,0,0,0,0,0,0,1,36.342,26.4,4.0
2702,Tindi,Threatened,6000,Russian Federation,0,0,0,0,0,0,1,75.331,92.2,1.0
2703,Tinigua,Critically Endangered,1,Colombia,0,0,0,0,0,0,1,82.354,77.3,1.0
2704,Tipai,Severely Endangered,100,United States;Mexico,0,0,0,0,0,0,2,83.298,93.1,1.0
2705,Tirahi,Dormant,0,Afghanistan,0,0,0,0,0,0,1,26.933,17.7,1.0
2706,Tiranige Diga,Threatened,4200,Mali,0,0,0,0,0,0,1,46.189,35.1,1.0
2707,Tirax,Endangered,1000,Vanuatu,0,0,0,0,0,0,1,25.976,45.7,1.0
2708,Tiwa,Vulnerable,27072,India,0,0,0,0,0,0,1,36.364,55.9,2.0
2709,Tiwi,Threatened,1500,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
2710,Tjungundji,Severely Endangered,10,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
2711,Tjupany,Severely Endangered,10,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
2712,Tlachichilco Tepehua,Threatened,3000,Mexico,0,0,0,0,0,0,1,81.582,81.2,1.0
2713,Tlacolulita Zapotec,Endangered,140,Mexico,0,0,0,0,0,0,1,81.582,81.2,1.0
2714,Tlapanec,At risk,120072,Mexico,0,0,0,0,0,0,1,81.582,81.2,1.0
2715,To,Dormant,0,Cameroon,0,10,7,2,4,2,1,59.315,41.9,1.0
2716,Toba,Vulnerable,31593,Argentina;Paraguay,0,0,0,0,0,0,2,92.463,89.2,1.0
2717,Tobati,Severely Endangered,100,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
2718,Tobelo,Threatened,15000,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
2719,Tobian,Severely Endangered,22,Palau,0,0,1,0,0,0,1,82.408,27.0,20.0
2720,Tocho,Threatened,3800,Sudan,0,0,0,0,0,0,1,36.342,26.4,4.0
2721,Toda,Endangered,1000,India,0,0,0,0,0,0,1,36.364,55.9,2.0
2722,Tofa,Critically Endangered,40,Russian Federation,0,0,0,0,0,0,1,75.331,92.2,1.0
2723,Tofanma,Vulnerable,251,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
2724,Tokelauan,Threatened,3,New Zealand;Tokelau,0,1,0,0,0,0,2,86.985,96.2,1.0
2725,Toksiki,Severely Endangered,75,Vanuatu,0,0,0,0,0,0,1,25.976,45.7,1.0
2726,Tol,Endangered,250,Honduras,0,0,0,0,0,0,1,60.212,58.3,1.0
2727,Tolomako,Endangered,450,Vanuatu,0,0,0,0,0,0,1,25.976,45.7,1.0
2728,Tolowa,Awakening,5,United States,1,0,0,0,0,0,1,83.298,93.1,1.0
2729,Tomadino,Endangered,600,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
2730,Tombelala,Threatened,1100,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
2731,Tomini,Threatened,30000,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
2732,Tondi Songway Kiini,Threatened,3000,Mali,0,0,0,0,0,0,1,46.189,35.1,1.0
2733,Tonsawang,Severely Endangered,10000,Indonesia;Solomon Islands,0,0,0,0,0,0,2,58.572,69.2,1.0
2734,Torá,Dormant,0,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
2735,Toram,Threatened,4000,Chad,0,0,0,0,0,0,1,24.366,13.2,1.0
2736,Toromona,Dormant,0,Bolivia,0,1,0,0,0,0,1,71.186,70.2,1.0
2737,Torres Strait Creole,Vulnerable,6000,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
2738,Torwali,Vulnerable,80000,Pakistan,0,0,0,0,0,0,1,38.04,27.4,1.0
2739,Toto,Threatened,1400,India,0,0,0,0,0,0,1,36.364,55.9,2.0
2740,Totoli,Endangered,7500,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
2741,Totonac,At risk,244033,Mexico,0,0,0,0,0,0,1,81.582,81.2,1.0
2742,Totontepec Mixe,Threatened,5200,Mexico,0,0,0,0,0,0,1,81.582,81.2,1.0
2743,Touo,Threatened,1870,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
2744,Towei,Endangered,115,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
2745,Transyautepecan Zapotec,Threatened,8000,Mexico,0,0,0,0,0,0,1,81.582,81.2,1.0
2746,Tregami,Threatened,1000,Afghanistan,0,0,0,0,0,0,1,26.933,17.7,1.0
2747,Trinidad and Tobago Sign Language,Threatened,2000,Trindad and Tobago,0,0,0,0,0,0,1,53.439,84.7,1.0
2748,Trinitario,Threatened,3140,Bolivia,0,1,0,0,0,0,1,71.186,70.2,1.0
2749,Trió,Threatened,2456,Brazil;Suriname,0,0,0,0,0,0,2,87.788,84.2,1.0
2750,Triqui,Vulnerable,25883,Mexico,0,0,0,0,0,0,1,81.582,81.2,1.0
2751,Triw,Threatened,1328,Lao PDR,0,0,0,0,0,0,1,38.247,63.6,1.0
2752,Trumai,Critically Endangered,50,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
2753,Ts'amay,Threatened,8621,Ethiopia,0,0,0,0,0,0,1,23.157,16.7,3.0
2754,Ts'ixa,Endangered,180,Botswana,0,0,0,0,0,0,1,72.867,81.4,1.0
2755,Tsafiki,Threatened,1872,Ecuador,0,0,0,0,0,0,1,64.792,77.2,0.0
2756,Tsakhur,Vulnerable,19000,Russian Federation;Azerbaijan,0,0,0,0,0,0,2,75.331,92.2,1.0
2757,Tsakonian,Severely Endangered,4000,Greece,0,0,0,0,0,0,1,80.673,85.0,1.0
2758,Tsat,Threatened,4000,China,0,0,0,0,0,0,1,64.57,77.5,1.0
2759,Tse'khene (Sekani),Critically Endangered,66,Canada,0,0,0,0,0,0,1,81.862,94.0,1.0
2760,Tsez,Threatened,8000,Russian Federation,0,0,0,0,0,0,1,75.331,92.2,1.0
2761,Tshwa,Threatened,4100,Botswana;Zimbabwe,0,0,0,0,0,0,2,72.867,81.4,1.0
2762,Tsilhqot'in (Chilcotin),Severely Endangered,472,Canada,0,0,0,0,0,0,1,81.862,94.0,1.0
2764,Tsum,Threatened,4790,Nepal,0,0,0,0,0,0,1,21.903,55.8,1.0
2765,Tsuut'ina,Critically Endangered,47,Canada,0,0,0,0,0,0,1,81.862,94.0,1.0
2766,Tsuvadi,At risk,150000,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
2767,Tswapong,Threatened,2000,Botswana,0,0,0,0,0,0,1,72.867,81.4,1.0
2768,Tuamotuan,Vulnerable,14400,French Polynesia,0,0,0,0,0,0,1,62.288,72.7,7.0
2769,Tubatulabal,Critically Endangered,1,United States,0,0,0,0,0,0,1,83.298,93.1,1.0
2770,Tuha,Critically Endangered,20,Mongolia,0,0,0,0,0,0,1,69.089,83.0,1.0
2771,Tukano,Vulnerable,13996,Brazil;Colombia,0,0,0,0,0,0,2,87.788,84.2,1.0
2772,Tule,Dormant,0,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
2773,Tulishi,Threatened,2500,Sudan,0,0,0,0,0,0,1,36.342,26.4,4.0
2774,Tum,Endangered,1000,Lao PDR,0,1,0,0,0,0,1,38.247,63.6,1.0
2775,Tumi,Threatened,2270,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
2776,Tumleo,Endangered,610,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
2777,Tumtum,Threatened,7300,Sudan,0,0,0,0,0,0,1,36.342,26.4,4.0
2778,Tundra Enets,Critically Endangered,30,Russian Federation,0,0,0,0,0,0,1,75.331,92.2,1.0
2779,Tundra Nenets,Endangered,20000,Russian Federation,0,0,0,0,0,0,1,75.331,92.2,1.0
2780,Tundra Yukagir,Critically Endangered,50,Russian Federation,0,0,0,0,0,0,1,75.331,92.2,1.0
2781,Tunebo,Threatened,7231,Colombia,0,0,0,0,0,0,1,82.354,77.3,1.0
2782,Tunia,Threatened,2260,Chad,0,0,0,0,0,0,1,24.366,13.2,1.0
2783,Tunica,Awakening,5,United States,1,0,0,0,0,0,1,83.298,93.1,1.0
2784,Tunni,Vulnerable,23000,Somalia,0,0,0,0,0,0,1,47.92,27.6,2.0
2785,Tunzu,Threatened,2500,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
2786,Tuotomb,Endangered,1000,Cameroon,0,0,0,0,0,0,1,59.315,41.9,1.0
2787,Tuparí,Endangered,276,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
